BE	Start	Ende	Durchlaufzeit	Anteil_Produktion	Anteil_Liegezeit	Liefertermin	Termintreue	Difference Reward	DebugStammdaten	Reward
Auftrag_Typ_5:4	01.10.2020 00:01:24.0976	01.10.2020 01:02:04.0353	1:00:39.9377	0.68	0.32	01.10.2020 01:37:02.4309	63.43			1
Auftrag_Typ_5:5	01.10.2020 00:01:25.3167	01.10.2020 01:09:47.9941	1:08:22.6774	0.30	0.70	01.10.2020 01:37:03.6500	71.50			1
Auftrag_Typ_3:8	01.10.2020 00:01:25.7175	01.10.2020 00:42:09.8175	40:44.1000	0.06	0.94	01.10.2020 00:34:29.0508	123.23			-3
Auftrag_Typ_4:3	01.10.2020 00:01:27.7350	01.10.2020 00:33:07.3385	31:39.6035	0.42	0.58	01.10.2020 00:54:34.0683	59.62			1
Auftrag_Typ_5:6	01.10.2020 00:01:27.7492	01.10.2020 00:07:50.8713	6:23.1221	0.86	0.14	01.10.2020 01:37:06.0825	6.68			1
Auftrag_Typ_2:3	01.10.2020 00:01:29.7703	01.10.2020 00:13:56.5722	12:26.8019	0.27	0.73	01.10.2020 00:37:56.4369	34.15			1
Auftrag_Typ_3:9	01.10.2020 00:01:30.5045	01.10.2020 01:01:45.9679	1:00:15.4634	0.05	0.95	01.10.2020 00:34:33.8379	182.29			-4
Auftrag_Typ_1:7	01.10.2020 00:01:31.1260	01.10.2020 00:55:02.6479	53:31.5219	0.07	0.93	01.10.2020 00:34:04.4593	164.41			-4
Auftrag_Typ_1:8	01.10.2020 00:01:31.5799	01.10.2020 00:26:14.2698	24:42.6898	0.31	0.69	01.10.2020 00:34:04.9133	75.91			1
Auftrag_Typ_5:7	01.10.2020 00:01:31.8704	01.10.2020 00:24:49.5073	23:17.6369	0.35	0.65	01.10.2020 01:37:10.2037	24.36			1
Auftrag_Typ_5:8	01.10.2020 00:01:32.1371	01.10.2020 00:18:36.9785	17:04.8414	0.45	0.55	01.10.2020 01:37:10.4704	17.86			1
Auftrag_Typ_5:9	01.10.2020 00:01:32.3109	01.10.2020 00:40:47.3279	39:15.0170	0.70	0.30	01.10.2020 01:37:10.6443	41.04			1
Auftrag_Typ_1:9	01.10.2020 00:01:33.0954	01.10.2020 00:22:17.7133	20:44.6179	0.33	0.67	01.10.2020 00:34:06.4288	63.72			1
Auftrag_Typ_4:4	01.10.2020 00:01:35.4610	01.10.2020 00:16:16.5385	14:41.0775	0.92	0.08	01.10.2020 00:54:41.7944	27.65			1
Auftrag_Typ_3:10	01.10.2020 00:01:36.2588	01.10.2020 01:02:12.1399	1:00:35.8811	0.08	0.92	01.10.2020 00:34:39.5921	183.32			-4
Auftrag_Typ_1:10	01.10.2020 00:01:37.3832	01.10.2020 00:22:17.3618	20:39.9786	0.28	0.72	01.10.2020 00:34:10.7165	63.48			1
Auftrag_Typ_3:11	01.10.2020 00:01:37.8860	01.10.2020 01:18:07.3279	1:16:29.4419	0.04	0.96	01.10.2020 00:34:41.2194	231.40			-5
Auftrag_Typ_1:11	01.10.2020 00:01:39.7713	01.10.2020 00:21:06.6322	19:26.8608	0.38	0.62	01.10.2020 00:34:13.1047	59.74			1
Auftrag_Typ_1:12	01.10.2020 00:01:40.8997	01.10.2020 00:11:49.8023	10:08.9026	0.33	0.67	01.10.2020 00:34:14.2330	31.17			1
Auftrag_Typ_1:13	01.10.2020 00:01:44.4565	01.10.2020 00:11:44.6293	10:00.1728	0.37	0.63	01.10.2020 00:34:17.7898	30.73			1
Auftrag_Typ_1:14	01.10.2020 00:01:44.7274	01.10.2020 00:17:13.9158	15:29.1884	0.43	0.57	01.10.2020 00:34:18.0608	47.57			1
Auftrag_Typ_3:12	01.10.2020 00:01:45.6365	01.10.2020 00:57:06.8439	55:21.2074	0.03	0.97	01.10.2020 00:34:48.9699	167.46			-4
Auftrag_Typ_3:13	01.10.2020 00:01:46.1775	01.10.2020 00:11:34.2223	9:48.0448	0.39	0.61	01.10.2020 00:34:49.5108	29.65			1
Auftrag_Typ_3:14	01.10.2020 00:01:46.8681	01.10.2020 00:58:42.5353	56:55.6671	0.45	0.55	01.10.2020 00:34:50.2015	172.22			-4
Auftrag_Typ_3:15	01.10.2020 00:01:47.9719	01.10.2020 00:33:47.8775	31:59.9056	0.43	0.57	01.10.2020 00:34:51.3053	96.80			10
Auftrag_Typ_1:15	01.10.2020 00:01:49.8152	01.10.2020 00:20:10.1185	18:20.3033	0.22	0.78	01.10.2020 00:34:23.1486	56.33			1
Auftrag_Typ_3:16	01.10.2020 00:01:49.9102	01.10.2020 00:11:29.8722	9:39.9620	0.72	0.28	01.10.2020 00:34:53.2435	29.24			1
Auftrag_Typ_2:4	01.10.2020 00:01:51.5254	01.10.2020 00:15:52.8575	14:01.3321	0.54	0.46	01.10.2020 00:38:18.1920	38.48			1
Auftrag_Typ_3:17	01.10.2020 00:01:52.4593	01.10.2020 00:06:11.0875	4:18.6281	0.30	0.70	01.10.2020 00:34:55.7927	13.04			1
Auftrag_Typ_3:18	01.10.2020 00:01:54.2221	01.10.2020 00:48:41.5541	46:47.3320	0.40	0.60	01.10.2020 00:34:57.5554	141.55			-3
Auftrag_Typ_3:19	01.10.2020 00:01:54.6615	01.10.2020 01:19:39.1279	1:17:44.4664	0.04	0.96	01.10.2020 00:34:57.9949	235.18			-5
Auftrag_Typ_2:5	01.10.2020 00:01:54.6726	01.10.2020 00:37:13.6353	35:18.9627	0.71	0.29	01.10.2020 00:38:21.3393	96.90			10
Auftrag_Typ_1:16	01.10.2020 00:01:55.6454	01.10.2020 00:19:13.0018	17:17.3564	0.32	0.68	01.10.2020 00:34:28.9787	53.11			1
Auftrag_Typ_3:20	01.10.2020 00:01:56.7666	01.10.2020 00:13:35.8722	11:39.1056	0.54	0.46	01.10.2020 00:35:00.0999	35.25			1
Auftrag_Typ_1:17	01.10.2020 00:01:58.3113	01.10.2020 00:10:47.6218	8:49.3105	0.41	0.59	01.10.2020 00:34:31.6447	27.10			1
Auftrag_Typ_1:18	01.10.2020 00:01:59.2536	01.10.2020 00:13:07.7358	11:08.4823	0.60	0.40	01.10.2020 00:34:32.5869	34.22			1
Auftrag_Typ_1:19	01.10.2020 00:01:59.5365	01.10.2020 00:17:28.8679	15:29.3314	0.95	0.05	01.10.2020 00:34:32.8699	47.58			1

Episode318
Auftrag_Typ_2:1	01.10.2020 00:01:00.5137	01.10.2020 00:10:05.7627	9:05.2489	0.62	0.38	01.10.2020 00:37:27.1804	24.94			1
Auftrag_Typ_2:2	01.10.2020 00:01:00.5995	01.10.2020 00:15:50.6482	14:50.0487	0.20	0.80	01.10.2020 00:37:27.2662	40.70			1
Auftrag_Typ_5:1	01.10.2020 00:01:02.6505	01.10.2020 00:07:19.8775	6:17.2270	0.77	0.23	01.10.2020 01:36:40.9839	6.57			1
Auftrag_Typ_1:1	01.10.2020 00:01:03.1083	01.10.2020 00:15:44.0730	14:40.9647	0.25	0.75	01.10.2020 00:33:36.4416	45.10			1
Auftrag_Typ_4:1	01.10.2020 00:01:03.5830	01.10.2020 00:31:16.7994	30:13.2164	0.59	0.41	01.10.2020 00:54:09.9163	56.91			1
Auftrag_Typ_3:1	01.10.2020 00:01:05.2190	01.10.2020 01:02:37.7018	1:01:32.4828	0.03	0.97	01.10.2020 00:34:08.5523	186.18			-5
Auftrag_Typ_4:2	01.10.2020 00:01:05.4522	01.10.2020 01:02:01.6538	1:00:56.2016	0.15	0.85	01.10.2020 00:54:11.7855	114.75			-3
Auftrag_Typ_1:2	01.10.2020 00:01:05.5027	01.10.2020 00:32:19.1205	31:13.6178	0.17	0.83	01.10.2020 00:33:38.8360	95.92			10
Auftrag_Typ_3:2	01.10.2020 00:01:06.9065	01.10.2020 00:14:04.1992	12:57.2927	0.50	0.50	01.10.2020 00:34:10.2398	39.19			1
Auftrag_Typ_3:3	01.10.2020 00:01:07.4594	01.10.2020 00:02:15.3594	1:07.9000	1.00	0.00	01.10.2020 00:34:10.7927	3.42			1
Auftrag_Typ_3:4	01.10.2020 00:01:10.7429	01.10.2020 00:42:43.0425	41:32.2996	0.15	0.85	01.10.2020 00:34:14.0762	125.66			-3
Auftrag_Typ_5:2	01.10.2020 00:01:11.8103	01.10.2020 00:54:51.9435	53:40.1332	0.40	0.60	01.10.2020 01:36:50.1436	56.12			1
Auftrag_Typ_1:3	01.10.2020 00:01:13.4068	01.10.2020 00:30:56.1472	29:42.7404	0.19	0.81	01.10.2020 00:33:46.7401	91.27			10
Auftrag_Typ_3:5	01.10.2020 00:01:13.6845	01.10.2020 01:15:12.8014	1:13:59.1169	0.07	0.93	01.10.2020 00:34:17.0179	223.82			-5
Auftrag_Typ_1:4	01.10.2020 00:01:13.7147	01.10.2020 00:27:45.7072	26:31.9925	0.24	0.76	01.10.2020 00:33:47.0481	81.50			1
Auftrag_Typ_3:6	01.10.2020 00:01:13.9523	01.10.2020 00:10:42.8792	9:28.9269	0.56	0.44	01.10.2020 00:34:17.2856	28.69			1
Auftrag_Typ_3:7	01.10.2020 00:01:14.1866	01.10.2020 01:12:42.7154	1:11:28.5288	0.06	0.94	01.10.2020 00:34:17.5199	216.23			-5
Auftrag_Typ_4:3	01.10.2020 00:01:14.7909	01.10.2020 01:09:49.2894	1:08:34.4986	0.20	0.80	01.10.2020 00:54:21.1242	129.13			-3
Auftrag_Typ_1:5	01.10.2020 00:01:14.8836	01.10.2020 00:22:03.9072	20:49.0236	0.22	0.78	01.10.2020 00:33:48.2170	63.94			1
Auftrag_Typ_1:6	01.10.2020 00:01:15.0365	01.10.2020 00:04:29.8578	3:14.8212	0.92	0.08	01.10.2020 00:33:48.3699	9.97			1
Auftrag_Typ_4:4	01.10.2020 00:01:16.0126	01.10.2020 00:29:31.1392	28:15.1265	0.99	0.01	01.10.2020 00:54:22.3460	53.20			1
Auftrag_Typ_3:8	01.10.2020 00:01:17.0456	01.10.2020 00:05:47.4683	4:30.4226	0.72	0.28	01.10.2020 00:34:20.3790	13.63			1
Auftrag_Typ_3:9	01.10.2020 00:01:18.3906	01.10.2020 00:35:18.6504	34:00.2598	0.14	0.86	01.10.2020 00:34:21.7239	102.87			-2
Auftrag_Typ_5:3	01.10.2020 00:01:18.8395	01.10.2020 00:38:36.9835	37:18.1440	0.48	0.52	01.10.2020 01:36:57.1728	39.00			1
Auftrag_Typ_3:10	01.10.2020 00:01:19.0997	01.10.2020 00:37:02.3885	35:43.2888	0.09	0.91	01.10.2020 00:34:22.4330	108.06			-2
Auftrag_Typ_2:3	01.10.2020 00:01:20.7002	01.10.2020 00:13:47.7930	12:27.0928	0.24	0.76	01.10.2020 00:37:47.3669	34.17			1
Auftrag_Typ_1:7	01.10.2020 00:01:21.7830	01.10.2020 00:28:47.0405	27:25.2575	0.25	0.75	01.10.2020 00:33:55.1164	84.23			1
Auftrag_Typ_1:8	01.10.2020 00:01:24.6446	01.10.2020 00:18:02.6872	16:38.0426	0.34	0.66	01.10.2020 00:33:57.9779	51.09			1
Auftrag_Typ_3:11	01.10.2020 00:01:24.6465	01.10.2020 00:13:35.6483	12:11.0018	0.35	0.65	01.10.2020 00:34:27.9798	36.86			1
Auftrag_Typ_4:5	01.10.2020 00:01:27.5014	01.10.2020 00:11:44.8215	10:17.3201	0.65	0.35	01.10.2020 00:54:33.8347	19.37			1
Auftrag_Typ_3:12	01.10.2020 00:01:29.5216	01.10.2020 00:57:02.0695	55:32.5479	0.04	0.96	01.10.2020 00:34:32.8549	168.03			-4
Auftrag_Typ_5:4	01.10.2020 00:01:30.3700	01.10.2020 01:01:28.0227	59:57.6527	0.58	0.42	01.10.2020 01:37:08.7033	62.70			1
Auftrag_Typ_5:5	01.10.2020 00:01:30.4494	01.10.2020 02:12:37.7227	2:11:07.2733	0.30	0.70	01.10.2020 01:37:08.7828	137.10			-3
Auftrag_Typ_4:6	01.10.2020 00:01:31.6365	01.10.2020 00:33:24.1504	31:52.5139	0.44	0.56	01.10.2020 00:54:37.9698	60.02			1
Auftrag_Typ_3:13	01.10.2020 00:01:33.5863	01.10.2020 00:53:15.9938	51:42.4075	0.03	0.97	01.10.2020 00:34:36.9196	156.42			-4
Auftrag_Typ_4:7	01.10.2020 00:01:33.8402	01.10.2020 00:15:58.9858	14:25.1456	0.65	0.35	01.10.2020 00:54:40.1735	27.15			1
Auftrag_Typ_1:9	01.10.2020 00:01:35.7594	01.10.2020 00:15:53.6205	14:17.8611	0.39	0.61	01.10.2020 00:34:09.0928	43.92			1
Auftrag_Typ_1:10	01.10.2020 00:01:36.5216	01.10.2020 00:05:00.2515	3:23.7300	0.94	0.06	01.10.2020 00:34:09.8549	10.43			1
Auftrag_Typ_1:11	01.10.2020 00:01:37.0622	01.10.2020 01:25:15.9227	1:23:38.8605	0.32	0.68	01.10.2020 00:34:10.3955	256.94			-5
Auftrag_Typ_1:12	01.10.2020 00:01:39.3716	01.10.2020 00:43:00.7227	41:21.3510	0.17	0.83	01.10.2020 00:34:12.7050	127.03			-3
Auftrag_Typ_1:13	01.10.2020 00:01:39.4660	01.10.2020 00:12:06.8805	10:27.4145	0.55	0.45	01.10.2020 00:34:12.7993	32.12			1
Auftrag_Typ_1:14	01.10.2020 00:01:39.6753	01.10.2020 00:11:44.8215	10:05.1462	0.55	0.45	01.10.2020 00:34:13.0086	30.98			1
Auftrag_Typ_3:14	01.10.2020 00:01:40.6660	01.10.2020 00:09:15.5715	7:34.9055	0.53	0.47	01.10.2020 00:34:43.9994	22.94			1
Auftrag_Typ_3:15	01.10.2020 00:01:42.1050	01.10.2020 00:10:22.8683	8:40.7633	0.43	0.57	01.10.2020 00:34:45.4383	26.26			1
Auftrag_Typ_1:15	01.10.2020 00:01:43.3438	01.10.2020 00:07:49.5258	6:06.1819	0.68	0.32	01.10.2020 00:34:16.6772	18.75			1
Auftrag_Typ_5:6	01.10.2020 00:01:43.5043	01.10.2020 01:50:03.3227	1:48:19.8184	0.64	0.36	01.10.2020 01:37:21.8377	113.27			-3
Auftrag_Typ_5:7	01.10.2020 00:01:43.7021	01.10.2020 00:44:11.7505	42:28.0484	0.48	0.52	01.10.2020 01:37:22.0354	44.40			1
Auftrag_Typ_6:1	01.10.2020 00:01:43.8392	01.10.2020 00:08:45.5630	7:01.7238	0.93	0.07	01.10.2020 02:00:17.1725	5.93			1
Auftrag_Typ_1:16	01.10.2020 00:01:45.5969	01.10.2020 00:07:24.1222	5:38.5254	0.79	0.21	01.10.2020 00:34:18.9302	17.33			1
Auftrag_Typ_3:16	01.10.2020 00:01:46.1802	01.10.2020 00:09:47.1592	8:00.9790	0.59	0.41	01.10.2020 00:34:49.5135	24.25			1
Auftrag_Typ_2:4	01.10.2020 00:01:48.1302	01.10.2020 00:34:43.1972	32:55.0670	0.09	0.91	01.10.2020 00:38:14.7969	90.32			10
Auftrag_Typ_3:17	01.10.2020 00:01:49.6777	01.10.2020 00:16:36.3092	14:46.6315	0.35	0.65	01.10.2020 00:34:53.0110	44.70			1
Auftrag_Typ_3:18	01.10.2020 00:01:50.0256	01.10.2020 00:33:57.9532	32:07.9276	0.17	0.83	01.10.2020 00:34:53.3589	97.21			10
Auftrag_Typ_5:8	01.10.2020 00:01:50.4589	01.10.2020 00:38:36.9835	36:46.5246	0.62	0.38	01.10.2020 01:37:28.7922	38.45			1
Auftrag_Typ_5:9	01.10.2020 00:01:51.6968	01.10.2020 00:27:47.8658	25:56.1690	0.66	0.34	01.10.2020 01:37:30.0301	27.12			1
Auftrag_Typ_1:17	01.10.2020 00:01:51.8997	01.10.2020 00:24:34.0005	22:42.1008	0.87	0.13	01.10.2020 00:34:25.2330	69.73			1
Auftrag_Typ_5:10	01.10.2020 00:01:52.8549	01.10.2020 01:03:33.4827	1:01:40.6277	0.73	0.27	01.10.2020 01:37:31.1883	64.49			1
Auftrag_Typ_1:18	01.10.2020 00:01:57.2199	01.10.2020 00:20:41.4405	18:44.2206	0.36	0.64	01.10.2020 00:34:30.5532	57.55			1
Auftrag_Typ_2:5	01.10.2020 00:01:57.4656	01.10.2020 00:05:21.0716	3:23.6060	0.64	0.36	01.10.2020 00:38:24.1322	9.31			1
Auftrag_Typ_5:11	01.10.2020 00:01:59.9790	01.10.2020 00:34:53.0345	32:53.0555	0.87	0.13	01.10.2020 01:37:38.3123	34.38			1

Episode319
Auftrag_Typ_3:1	01.10.2020 00:01:01.0340	01.10.2020 00:12:43.0411	11:42.0071	0.25	0.75	01.10.2020 00:34:04.3673	35.40			1
Auftrag_Typ_3:2	01.10.2020 00:01:01.5937	01.10.2020 00:02:47.3417	1:45.7480	1.00	0.00	01.10.2020 00:34:04.9270	5.33			1
Auftrag_Typ_4:1	01.10.2020 00:01:01.6674	01.10.2020 00:07:32.1714	6:30.5041	0.94	0.06	01.10.2020 00:54:08.0007	12.26			1
Auftrag_Typ_4:2	01.10.2020 00:01:02.1223	01.10.2020 00:08:08.4800	7:06.3576	0.92	0.08	01.10.2020 00:54:08.4557	13.38			1
Auftrag_Typ_3:3	01.10.2020 00:01:02.2131	01.10.2020 00:39:53.4738	38:51.2607	0.07	0.93	01.10.2020 00:34:05.5465	117.54			-3
Auftrag_Typ_1:1	01.10.2020 00:01:02.8770	01.10.2020 00:07:17.3212	6:14.4441	0.92	0.08	01.10.2020 00:33:36.2104	19.17			1
Auftrag_Typ_3:4	01.10.2020 00:01:03.5002	01.10.2020 00:16:19.1814	15:15.6812	0.19	0.81	01.10.2020 00:34:06.8336	46.17			1
Auftrag_Typ_1:2	01.10.2020 00:01:04.6293	01.10.2020 00:24:09.7071	23:05.0778	0.20	0.80	01.10.2020 00:33:37.9626	70.91			1
Auftrag_Typ_1:3	01.10.2020 00:01:05.0412	01.10.2020 00:02:31.5412	1:26.5000	1.00	0.00	01.10.2020 00:33:38.3745	4.43			1
Auftrag_Typ_1:4	01.10.2020 00:01:05.0445	01.10.2020 00:31:38.4543	30:33.4099	0.15	0.85	01.10.2020 00:33:38.3778	93.86			10
Auftrag_Typ_4:3	01.10.2020 00:01:06.3766	01.10.2020 00:38:04.6258	36:58.2492	0.25	0.75	01.10.2020 00:54:12.7099	69.62			1
Auftrag_Typ_2:1	01.10.2020 00:01:07.1427	01.10.2020 01:06:09.2918	1:05:02.1491	0.05	0.95	01.10.2020 00:37:33.8094	178.45			-4
Auftrag_Typ_3:5	01.10.2020 00:01:08.0081	01.10.2020 00:38:29.8392	37:21.8311	0.08	0.92	01.10.2020 00:34:11.3415	113.03			-3
Auftrag_Typ_3:6	01.10.2020 00:01:08.0505	01.10.2020 01:03:43.2158	1:02:35.1653	0.03	0.97	01.10.2020 00:34:11.3839	189.34			-5
Auftrag_Typ_1:5	01.10.2020 00:01:08.1378	01.10.2020 00:28:21.8543	27:13.7165	0.20	0.80	01.10.2020 00:33:41.4711	83.64			1
Auftrag_Typ_4:4	01.10.2020 00:01:09.4590	01.10.2020 01:02:36.7898	1:01:27.3308	0.22	0.78	01.10.2020 00:54:15.7923	115.72			-3
Auftrag_Typ_3:7	01.10.2020 00:01:10.0597	01.10.2020 00:29:29.0177	28:18.9580	0.10	0.90	01.10.2020 00:34:13.3930	85.66			1
Auftrag_Typ_3:8	01.10.2020 00:01:13.6029	01.10.2020 00:29:02.9897	27:49.3869	0.13	0.87	01.10.2020 00:34:16.9362	84.17			1
Auftrag_Typ_2:2	01.10.2020 00:01:14.4723	01.10.2020 00:35:45.7383	34:31.2661	0.14	0.86	01.10.2020 00:37:41.1389	94.72			10
Auftrag_Typ_3:9	01.10.2020 00:01:14.8786	01.10.2020 00:26:28.8017	25:13.9232	0.08	0.92	01.10.2020 00:34:18.2119	76.33			1
Auftrag_Typ_1:6	01.10.2020 00:01:15.1714	01.10.2020 00:07:11.4857	5:56.3142	0.36	0.64	01.10.2020 00:33:48.5048	18.24			1
Auftrag_Typ_3:10	01.10.2020 00:01:17.4378	01.10.2020 00:06:26.0200	5:08.5822	0.96	0.04	01.10.2020 00:34:20.7711	15.56			1
Auftrag_Typ_5:1	01.10.2020 00:01:18.9481	01.10.2020 00:25:19.5972	24:00.6492	0.32	0.68	01.10.2020 01:36:57.2814	25.11			1
Auftrag_Typ_1:7	01.10.2020 00:01:19.9070	01.10.2020 00:05:50.8800	4:30.9730	0.96	0.04	01.10.2020 00:33:53.2403	13.87			1
Auftrag_Typ_4:5	01.10.2020 00:01:21.8987	01.10.2020 00:27:44.2337	26:22.3350	0.44	0.56	01.10.2020 00:54:28.2321	49.66			1
Auftrag_Typ_4:6	01.10.2020 00:01:23.1447	01.10.2020 00:16:37.5137	15:14.3690	0.57	0.43	01.10.2020 00:54:29.4781	28.70			1
Auftrag_Typ_1:8	01.10.2020 00:01:25.6392	01.10.2020 00:11:07.1800	9:41.5407	0.47	0.53	01.10.2020 00:33:58.9726	29.77			1
Auftrag_Typ_3:11	01.10.2020 00:01:26.4907	01.10.2020 00:36:58.0392	35:31.5485	0.15	0.85	01.10.2020 00:34:29.8240	107.47			-2
Auftrag_Typ_1:9	01.10.2020 00:01:26.6416	01.10.2020 00:48:35.7338	47:09.0922	0.06	0.94	01.10.2020 00:33:59.9750	144.83			-3
Auftrag_Typ_1:10	01.10.2020 00:01:27.7299	01.10.2020 00:22:16.2303	20:48.5004	0.24	0.76	01.10.2020 00:34:01.0632	63.92			1
Auftrag_Typ_3:12	01.10.2020 00:01:27.9203	01.10.2020 00:12:38.9800	11:11.0597	0.42	0.58	01.10.2020 00:34:31.2536	33.83			1
Auftrag_Typ_6:1	01.10.2020 00:01:28.1581	01.10.2020 00:11:13.0671	9:44.9089	0.99	0.01	01.10.2020 02:00:01.4915	8.22			1
Auftrag_Typ_1:11	01.10.2020 00:01:28.9144	01.10.2020 00:08:24.1763	6:55.2620	0.82	0.18	01.10.2020 00:34:02.2477	21.26			1
Auftrag_Typ_2:3	01.10.2020 00:01:29.1173	01.10.2020 00:23:51.9143	22:22.7971	0.11	0.89	01.10.2020 00:37:55.7839	61.41			1
Auftrag_Typ_2:4	01.10.2020 00:01:29.6602	01.10.2020 00:27:04.5012	25:34.8410	0.11	0.89	01.10.2020 00:37:56.3269	70.19			1
Auftrag_Typ_1:12	01.10.2020 00:01:29.7923	01.10.2020 00:40:29.6892	38:59.8970	0.06	0.94	01.10.2020 00:34:03.1256	119.79			-3
Auftrag_Typ_3:13	01.10.2020 00:01:30.1929	01.10.2020 00:22:43.7732	21:13.5804	0.20	0.80	01.10.2020 00:34:33.5262	64.21			1
Auftrag_Typ_3:14	01.10.2020 00:01:32.4153	01.10.2020 00:09:51.9763	8:19.5610	0.56	0.44	01.10.2020 00:34:35.7486	25.19			1
Auftrag_Typ_6:2	01.10.2020 00:01:36.1873	01.10.2020 00:46:58.4178	45:22.2305	0.64	0.36	01.10.2020 02:00:09.5206	38.27			1
Auftrag_Typ_5:2	01.10.2020 00:01:36.5039	01.10.2020 00:40:58.7392	39:22.2353	0.41	0.59	01.10.2020 01:37:14.8373	41.17			1
Auftrag_Typ_1:13	01.10.2020 00:01:37.0772	01.10.2020 00:12:10.9163	10:33.8391	0.63	0.37	01.10.2020 00:34:10.4106	32.45			1
Auftrag_Typ_1:14	01.10.2020 00:01:37.6577	01.10.2020 00:11:18.5412	9:40.8835	0.71	0.29	01.10.2020 00:34:10.9910	29.74			1
Auftrag_Typ_1:15	01.10.2020 00:01:37.8111	01.10.2020 00:15:23.3814	13:45.5703	0.23	0.77	01.10.2020 00:34:11.1444	42.26			1
Auftrag_Typ_2:5	01.10.2020 00:01:39.5012	01.10.2020 00:49:44.5698	48:05.0686	0.03	0.97	01.10.2020 00:38:06.1679	131.94			-3
Auftrag_Typ_3:15	01.10.2020 00:01:40.4705	01.10.2020 00:24:58.9392	23:18.4688	0.51	0.49	01.10.2020 00:34:43.8038	70.51			1
Auftrag_Typ_1:16	01.10.2020 00:01:41.0061	01.10.2020 00:18:00.1303	16:19.1243	0.36	0.64	01.10.2020 00:34:14.3394	50.13			1
Auftrag_Typ_4:7	01.10.2020 00:01:41.3138	01.10.2020 00:14:11.6392	12:30.3254	0.92	0.08	01.10.2020 00:54:47.6471	23.55			1
Auftrag_Typ_1:17	01.10.2020 00:01:41.4748	01.10.2020 00:08:13.0213	6:31.5466	0.84	0.16	01.10.2020 00:34:14.8081	20.05			1
Auftrag_Typ_4:8	01.10.2020 00:01:44.0102	01.10.2020 00:27:59.5779	26:15.5678	0.51	0.49	01.10.2020 00:54:50.3435	49.45			1
Auftrag_Typ_3:16	01.10.2020 00:01:44.9571	01.10.2020 00:18:12.1580	16:27.2009	0.31	0.69	01.10.2020 00:34:48.2904	49.77			1
Auftrag_Typ_1:18	01.10.2020 00:01:46.3223	01.10.2020 00:15:12.1212	13:25.7989	0.47	0.53	01.10.2020 00:34:19.6556	41.25			1
Auftrag_Typ_3:17	01.10.2020 00:01:46.5507	01.10.2020 00:17:03.3503	15:16.7996	0.40	0.60	01.10.2020 00:34:49.8840	46.23			1
Auftrag_Typ_3:18	01.10.2020 00:01:46.6643	01.10.2020 00:14:52.0320	13:05.3677	0.26	0.74	01.10.2020 00:34:49.9976	39.60			1
Auftrag_Typ_3:19	01.10.2020 00:01:50.3031	01.10.2020 00:14:49.0411	12:58.7380	0.31	0.69	01.10.2020 00:34:53.6365	39.26			1
Auftrag_Typ_6:3	01.10.2020 00:01:51.6366	01.10.2020 00:08:08.4800	6:16.8434	0.62	0.38	01.10.2020 02:00:24.9699	5.30			1
Auftrag_Typ_2:6	01.10.2020 00:01:53.0810	01.10.2020 00:18:58.3393	17:05.2583	0.17	0.83	01.10.2020 00:38:19.7476	46.89			1
Auftrag_Typ_3:20	01.10.2020 00:01:58.4883	01.10.2020 00:11:23.7763	9:25.2880	0.61	0.39	01.10.2020 00:35:01.8216	28.50			1
Auftrag_Typ_3:21	01.10.2020 00:01:58.8219	01.10.2020 00:20:59.7171	19:00.8952	0.28	0.72	01.10.2020 00:35:02.1552	57.52			1
Auftrag_Typ_1:19	01.10.2020 00:01:58.9786	01.10.2020 00:18:29.4412	16:30.4626	0.37	0.63	01.10.2020 00:34:32.3119	50.71			1
Auftrag_Typ_1:20	01.10.2020 00:01:59.8394	01.10.2020 00:13:53.7813	11:53.9419	0.65	0.35	01.10.2020 00:34:33.1728	36.55			1

Episode320
Auftrag_Typ_3:1	01.10.2020 00:01:00.4121	01.10.2020 00:09:28.7560	8:28.3439	0.49	0.51	01.10.2020 00:34:03.7454	25.63			1
Auftrag_Typ_2:1	01.10.2020 00:01:02.2278	01.10.2020 00:11:40.9560	10:38.7282	0.22	0.78	01.10.2020 00:37:28.8944	29.21			1
Auftrag_Typ_1:1	01.10.2020 00:01:04.3119	01.10.2020 00:04:57.2278	3:52.9158	0.98	0.02	01.10.2020 00:33:37.6452	11.92			1
Auftrag_Typ_5:1	01.10.2020 00:01:05.4575	01.10.2020 02:04:33.8381	2:03:28.3806	0.31	0.69	01.10.2020 01:36:43.7909	129.10			-3
Auftrag_Typ_3:2	01.10.2020 00:01:07.7371	01.10.2020 00:15:54.0573	14:46.3202	0.20	0.80	01.10.2020 00:34:11.0704	44.69			1
Auftrag_Typ_3:3	01.10.2020 00:01:10.1221	01.10.2020 00:12:11.0819	11:00.9598	0.13	0.87	01.10.2020 00:34:13.4554	33.33			1
Auftrag_Typ_5:2	01.10.2020 00:01:11.8849	01.10.2020 00:40:11.2581	38:59.3732	0.44	0.56	01.10.2020 01:36:50.2182	40.77			1
Auftrag_Typ_5:3	01.10.2020 00:01:16.0993	01.10.2020 00:09:01.5431	7:45.4438	0.98	0.02	01.10.2020 01:36:54.4326	8.11			1
Auftrag_Typ_1:2	01.10.2020 00:01:16.7051	01.10.2020 01:06:43.3061	1:05:26.6010	0.05	0.95	01.10.2020 00:33:50.0384	201.02			-5
